,Example
FAM223B,0.5045917104616457
FAM229A,1.101391306788363
FAM24B,0.6343528234861123
FAM26F,1.5979430589049435
FAM32A,0.8029002169072497
FAM35A,0.4107246780954008
FAM3A,0.5718743307150436
FAM3C,0.49831070364924823
FAM43A,0.9077107852747353
FAM43B,0.3087217985515489
FAM45A,0.36857902404413156
FAM46A,1.0316191991660077
FAM46B,0.9001405054612693
FAM46C,-0.3172098660615692
FAM47E_STBD1,-0.6050372310128456
FAM49A,0.49326354961285923
FAM49B,0.4319546040150932
FAM50A,0.5864100038547857
FAM50B,-0.45918462517405967
FAM53C,-0.1346444509876723
FAM57A,0.7793431381474015
FAM57B,0.3047381443449919
FAM58A,0.5040183610425908
FAM63A,0.32073295980129046
FAM65A,0.9496319482066924
FAM65B,0.6438544078346682
FAM65C,0.1237850314979656
FAM69A,0.04920443785519746
FAM69B,1.190897554503927
FAM71E1,0.7038443667951118
FAM73B,0.6526399149865509
FAM76A,0.16422169702630107
FAM78A,-0.47864949568840354
FAM86C1,0.9227701608981538
FAM86DP,0.6140354602310223
FAM89A,0.5394528445973636
FAM89B,0.3584074254450247
FAM8A1,0.14020490050625867
FAM91A1,0.47773962176905305
FAM92A1,-0.12180991268092756
FAM96A,0.36313515998787915
FAM96B,0.6126144671908937
FAM98A,0.21554752529090893
FAM98C,0.3826455446124526
FAN1,-0.26595516951153986
FANCE,0.9714721978463201
FANCG,0.7773080919290175
FANCL,0.4795280379065059
FAR1,0.4459547180113166
FARP1,0.157033827962485
FARS2,0.17958282243167734
FARSA,1.1106201618608469
FARSB,0.3330948850197002
FAS,0.839144837906703
FASLG,0.5495177759952165
FASN,1.1135140884768344
FASTK,0.05373179466127187
FASTKD1,-0.38219241596069464
FASTKD2,-0.5877315003653396
FASTKD5,-0.16104948043617995
FAT1,0.7286663500491459
FAU,4.976474706178248
FAXDC2,0.013453589020272272
FBLIM1,1.0182563422795914
FBLN1,1.4666591603501065
FBLN2,0.9145465199161813
FBLN5,0.7588138262074389
FBLN7,0.9149346193128105
FBN1,0.9953590867907169
FBP1,0.4396639902960316
FBP2,-2.584731328853712
FBRS,0.8204065604063957
FBXL12,0.7994277730269581
FBXL14,0.5178714836288021
FBXL15,0.714685142676371
FBXL16,1.1586953049236963
FBXL17,-0.6242469155954855
FBXL22,0.4618645434296762
FBXL3,-0.2863766875042635
FBXL4,0.0924499567341126
FBXL5,-0.38737393700922773
FBXL6,0.8090119223992085
FBXL7,0.5869795563265481
FBXL8,0.49990327531864653
FBXO10,1.0754855893780513
FBXO11,-0.057223887674346496
FBXO17,0.471389371805468
FBXO18,0.5953652942239565
FBXO2,2.356955761722276
FBXO21,-0.3767168506670977
FBXO22,0.04163383952240163
FBXO22_AS1,0.0
FBXO25,0.242185759801943
FBXO27,0.5202146664436661
FBXO28,-0.1946539959002509
FBXO3,-0.8427388933530757
FBXO30,0.3946549262906358
FBXO31,0.4301488596898695
FBXO32,-1.099209001586905
FBXO34,0.24044096035626294
FBXO38,0.18254153830729924
FBXO4,0.39341928707292717
FBXO40,-1.3984187566100363
FBXO5,0.5036309562294121
FBXO6,0.7092238482105961
FBXO7,0.6612605625712002
FBXO9,-0.15585002114275137
FBXW11,-0.02012668514804128
FBXW4,0.21611900219815094
FBXW5,0.29113706535678485
FBXW7,-0.37188492865014844
FCER1A,-0.06909543706124188
FCER1G,2.4211703910544355
FCER2,0.40166312234769674
FCF1,0.3098122448903502
FCGR1A,1.1182879498626699
FCGR1B,0.7980319787469248
FCGR1C,0.6676827822297174
FCGR2A,1.4422731385727665
FCGR2B,0.7496422074961702
FCGR2C,0.8523983108297633
FCGR3A,2.4070156034913786
FCGR3B,0.8297406532142837
FCGRT,1.3404326868073921
FCHO2,-0.15108845264781556
FCHSD1,0.976093597635906
FCHSD2,0.937404642753171
FCMR,0.8790469539573742
FCN1,1.6431005981872333
FCN3,1.3763698491872114
FCRL6,0.1696487576394223
FDFT1,-0.5704673931124953
FDPS,0.6779005774204525
FDX1L,0.8304715151956858
FDXR,1.0664753199767891
FECH,-0.16429162526003216
FEM1A,-0.9405999591228706
FEM1B,0.3406115677333301
FEM1C,-0.17443236623788216
FEN1,0.08223770935703101
FERMT2,0.07973782206692759
FERMT3,1.8580619369864062
FES,0.8156257277132767
FEZ1,0.7969141661772816
FEZ2,-0.6745493818087471
FFAR2,0.5778905312102389
FGD2,1.3397600162402932
FGD3,0.9036732567939123
FGD5,0.31001398181593354
FGD5_AS1,-1.6659532299754973
FGF11,0.463886726215593
FGF13,-0.4379726769443155
FGF14_AS2,0.5491465768203447
FGF18,0.9308347042573599
FGF21,1.5124815837161778
FGF6,0.5577916401339182
FGF7,0.8734190459519551
FGFBP2,0.9493293813824013
FGFR1,0.8158555815077353
FGFR1OP2,0.38993845707313746
FGFR4,1.3113982108662128
FGFRL1,0.34700136246298063
FGGY,0.5677943646021837
FGL2,0.847408733444456
FGR,1.0920503297881978
FH,-0.35270018161432537
FHL1,-1.113209903629265
FHL2,-0.12387089977112042
FHL3,-1.3003189685783525
FHL5,0.10112050484880286
FHOD1,0.554950722182606
FHOD3,-0.4003045779007266
FIBIN,1.1644618990558586
FIBP,0.4398509955138913
FILIP1,0.06608294294702133
FILIP1L,-0.06302848107243353
FIP1L1,0.378441172805023
FIS1,0.1678065450423265
FITM1,-0.12427524109361521
FITM2,-0.12096593551804613
FIZ1,0.4641242740039715
FJX1,1.1033496066322803
FKBP10,1.9345918069420376
FKBP11,2.027511605341101
FKBP15,0.7050565372625841
FKBP1A,1.1426266265672087
FKBP1AP1,-0.9679028323381
FKBP1B,1.0322646002328986
FKBP2,0.4672025898977152
FKBP4,0.43032925030918356
FKBP5,-0.40976398384877033
FKBP8,0.7155077627709199
FKBP9,0.4423393527400341
FKBP9P1,1.2779099712146915
FKBPL,0.5842341809239364
FKRP,0.07432320562134365
FLAD1,0.4180910063462542
FLI1,0.8587573959622801
FLJ10038,0.24227670750604768
FLJ20021,0.618068718627264
FLJ23867,0.27816308590963423
FLJ32255,0.5831005503024212
FLJ41941,-1.580551550705995
FLJ42351,0.38039002919516507
FLJ44635,-0.6273621578017572
FLJ46906,1.1911147962166988
FLNA,1.176803107135178
FLNB,0.11280035493890028
FLNC,0.505515510677399
FLOT1,0.8930880337539833
FLRT2,0.7189943005231312
FLT3LG,1.036106231385198
FLT4,0.5222884181319731
FLVCR1_AS1,0.5700896858853561
FLVCR2,0.8876357864790584
FLYWCH1,0.8460714009647634
FLYWCH2,0.8202021341478472
FMNL1,1.7730340061568104
FMNL2,0.43672551739497534
FMO1,1.1718996143571068
FMO2,-0.15630650261161927
FMO3,0.4229395984031765
FMOD,1.0758236848768408
FMR1,0.5131481038492429
FN1,0.6761712722887074
FN3K,-0.05451751207560873
FN3KRP,-0.07534113719681335
FNBP1,0.4638458750300183
FNBP1L,-0.21177883934508546
FNDC1,0.8567392227216373
FNDC3A,-0.3279002178103585
FNDC3B,0.44246285385650874
FNDC4,1.9105497809962557
FNDC5,-1.3294821548724691
FNIP1,0.667623619146742
FNIP2,0.281098519403024
FNTA,0.34469440135583707
FNTB,0.7467233860890375
FOCAD_AS1,0.3930062925336229
FOLR1,0.6705090949782414
FOLR2,2.185015007065556
FOPNL,0.13011526018933983
FOS,4.6348251356766035
FOSB,1.94830844222606
FOSL1,1.7147597342727565
FOSL2,1.5592074828291294
FOXC1,0.7993120343010203
FOXD1,0.5264521981412628
FOXD3_AS1,0.12520531880969965
FOXF2,0.58978103221363
FOXJ3,0.23876644570334715
FOXM1,0.5470450380584835
FOXN2,0.36695186037359595
FOXN3,-0.05344657819442755
FOXN3_AS1,0.6485422455598282
FOXO1,0.43890409872691016
FOXO3,-0.3667936076706817
FOXO3B,-0.0381632156460352
FOXO4,-0.9034479608649706
FOXO6,1.575707892252518
FOXP1,0.4604084338184782
FOXP4,-0.44756186244890894
FOXRED1,1.406306218746817
FOXS1,0.6616666897727228
FPGS,0.84823104442791
FPR1,1.252090912336729
FPR2,0.5606587824481246
FPR3,2.091601384051275
FRAT2,-0.0834744774607481
FRG1,0.3051082485286759
FRMD3,-0.8274951041720437
FRMD4B,0.7108914599897723
FRMD6,0.22171584671516364
FRMD8,0.6372633873204756
FRS3,0.37131359061127256
FRZB,0.3886106676750769
FSCN1,2.0748354696561444
FSD1L,-0.20828325142199855
FSD2,-0.7258634151895444
FST,1.4967423025481894
FSTL1,1.385065544863524
FSTL3,1.5881280971979241
FTCDNL1,0.16767568252988396
FTH1,0.014354446898428463
FTH1P3,0.34086008612943264
FTL,1.822641571968627
FTSJ1,0.41050265717772483
FTSJ3,0.5893929537370171
FTX,0.13295750024134512
FUCA1,0.6557872324165688
FUCA2,1.3684177703400597
FUNDC1,0.242287575388771
FUNDC2P2,0.09958561034387081
FUOM,1.7551680997905088
FURIN,0.5929636548839721
FUS,0.4386028690538022
FUT11,0.3391611521338841
FUZ,-0.148504141843127
FXR1,-0.3646878848046544
FXR2,0.2175519152126424
FXYD1,-0.01686745515157273
FXYD5,1.3935483124691599
FXYD6,0.763426538692916
FXYD7,0.7847480583341382
FYB,0.6092335216943562
FYCO1,-0.9943706959884082
FYN,-0.10946040393550782
FYTTD1,0.6052055974076085
FZD1,0.6487292077580848
FZD10,0.8107042930531922
FZD10_AS1,0.6883158111986272
FZD2,0.6715886352570646
FZD4,0.31556087053849247
FZD6,0.27499294334605007
FZD7,-0.3065130220223824
FZD8,0.6767403062983037
FZD9,0.6935654961403264
FZR1,0.6631786346385038
G0S2,-1.370137130498799
G3BP1,0.006349299260909547
G3BP2,0.2547614587385336
G6PC3,0.6600090545406934
G6PD,1.2713910190500202
GAA,0.664146606353976
GAB1,-0.6830964472948802
GAB2,0.7133566288781585
GABARAPL1,0.10448456713055165
GABBR1,0.6456455051862591
GABPA,0.06073997338435233
GABPB1,0.49433059916982613
GABPB1_AS1,0.4548043271652501
GABRE,0.48265499904556064
GADD45A,2.7116757524033828
GADD45B,2.5462047139442436
GADD45G,0.6671844040585695
GADD45GIP1,0.17424980891893416
GADL1,-0.47592831834864624
GAK,1.0376637492998277
GAL,0.8473731278650557
GAL3ST4,1.415473558451438
GALC,0.21794579078513387
GALE,0.8916023609252473
GALM,0.585272313997975
GALNS,1.1539825331530174
GALNT10,0.9910942131983131
GALNT11,0.17190760557595297
GALNT15,-0.07297057583449251
GALNT16,0.5991255558003131
GALNT18,0.716642030992056
GALNT2,0.3566654542691121
GALNT7,0.928898264091634
GALT,0.7012197642838918
GAMT,-0.6804004600362443
GANAB,-0.6083245422278218
GANC,0.39037213298641493
GAPDH,-0.5669013392539881
GAPVD1,0.1804858232002533
GAR1,0.35518387588331213
GARS,1.4821926869381254
GART,0.7306234799803364
GAS1,0.8117179790185283
GAS2,-0.6170113057421687
GAS2L1,1.1943162770943117
GAS5,2.0744141197160175
GAS6,0.9875553736933984
GAS6_AS1,0.7543513193725312
GAS7,0.3727053979494377
GAS8,0.48753735475373783
GATA2,0.539333292014913
GATA3,0.15350111075709805
GATAD1,0.22523692696418207
GATAD2A,0.9183613355123499
GATC,-0.18817689845142382
GATM,-1.194619525748633
GATS,-0.015098408267758323
GATSL3,0.8022041446312077
GBA,1.082939282003633
GBA2,-0.02192731394223779
GBAS,-0.07425023430643751
GBAT2,0.5301150105326891
GBE1,0.026623221974900968
GBF1,0.48459040577632573
GBGT1,0.8928235606357615
GBP1,2.523976351504777
GBP1P1,1.0170008227238077
GBP2,2.089078722706108
GBP3,1.447768567916152
GBP4,1.0626930415735076
GBP5,1.094678832675971
GBP6,0.08960717847646264
GBX1,-0.6440226642671714
GCA,0.8344729288775941
GCAT,0.39565067255623987
GCC2,-0.3414968038498237
GCDH,0.49912146022756354
GCH1,0.7467521957839924
GCHFR,0.36991550440109133
GCLM,-0.320471515430953
GCOM1,-0.24530924704824209
GCSH,-0.6992843607066455
GCSHP3,-1.358761773049256
GDA,0.2895635406143696
GDF10,-0.4271881687301813
GDF11,1.4518282310696182
GDF15,2.7897111414548648
GDI1,0.8024184425453367
GDI2,0.6166148615597278
GDNF,0.13235515322290858
GDPD3,0.9037824951736996
GDPD5,0.7304059258913957
GEM,1.2066818127817838
GEMIN2,0.5045995358292232
GEMIN6,0.4946836885547352
GEMIN7,-0.2537531525280752
GET4,0.437711162841921
GFER,0.4692069846758904
GFM1,-0.28078301259677785
GFM2,0.516230936090555
GFOD1,0.2502798775987478
GFOD2,0.6723361082374029
GFPT1,0.3225223276568949
GFPT2,1.0900461721038992
GFRA1,0.1726792193293063
GFRA2,0.08674979569494967
GGA1,0.41936491362465533
GGA3,0.7055690877386271
GGACT,0.2849259340812691
GGCT,0.8786469771549763
GGCX,0.20122210380539773
GGH,0.9476202715219866
GGPS1,0.3188901697141251
GGT5,1.3749526552016536
GGT7,0.2445811332382548
GGTA1P,0.19329139835399256
GHDC,0.8503349716568682
GHR,-1.2366162876405933
GIGYF1,0.6764403415593132
GIGYF2,0.12004894078327011
GIMAP1,0.5092439535136433
GIMAP1_GIMAP5,-0.5188324418589831
GIMAP2,1.3734336343019646
GIMAP4,1.3430129583702115
GIMAP5,2.6071139768624105
GIMAP6,0.41777524797181886
GIMAP7,0.7812426921616749
GIMAP8,0.47799327831266236
GINM1,0.26648051050075594
GIPC1,0.8223781067807563
GIPC3,0.5874631584142112
GIT1,1.212896195991008
GIT2,0.4608011405151946
GJA1,0.973455132850674
GJA4,0.9366046995456347
GJA5,0.040227069027174434
GJA9_MYCBP,-0.02868301765471526
GJD3,1.0994067119444748
GJD4,0.383108170856303
GKAP1,-0.33025279926940465
GLA,0.8541712864153692
GLB1,0.039737010719160804
GLI4,0.7961820779303945
GLIPR1,0.6720135333142685
GLIPR2,0.5712873727887582
GLIS2,1.1984275719281123
GLMP,1.6540068456087822
GLRX,0.5382318288161398
GLRX2,0.5278613240672079
GLRX3,0.7443251994080184
GLS,0.6128902015173514
GLT1D1,0.8601010955373565
GLT8D1,0.7310026480826521
GLT8D2,0.9667133906920657
GLTSCR1,0.8309962615678756
GLTSCR2,0.48802256380279463
GLUD2,-0.05918871035731188
GLUL,0.21030063015441103
GLYR1,0.40924683937591744
GM2A,0.4627597929577294
GMDS,0.6934007506995423
GMFB,0.5793293992559632
GMFG,2.048409603859609
GMIP,1.21267792530465
GMNN,-0.015027144808741566
GMPPA,1.1132719184525068
GMPPB,0.9251958669539728
GMPR,-0.518660279470514
GMPR2,0.8369140821832388
GNA12,-1.357134730333214
GNA13,-1.03085357615265
GNA14,0.7326509724283865
GNA15,1.0042319155391617
GNAI1,-0.14809840546625153
GNAI2,1.2041325139005483
GNAI3,0.8768376961880997
GNAL,-1.2822201554988673
GNAQ,0.5434526341005941
GNAS,-0.186947314422639
GNB1,0.8058371350635554
GNB1L,0.5971855365442233
GNB2,1.063073090606502
GNB2L1,0.27071350868014044
GNB4,0.9150350172465876
GNG10,0.19856883341609421
GNG11,0.6859451543550286
GNG12,0.491344471996221
GNG2,0.2995172583507568
GNG5,0.5614297651377331
GNG7,0.7535116300929103
GNGT2,0.8283653229551665
GNL2,0.9938865150591196
GNL3,0.31575111409532397
GNL3L,0.03596568838130665
GNLY,1.5921407777900805
GNPDA2,0.0003962777209343127
GNPTG,0.8081363354710644
GNS,0.7864681261225748
GOLGA2P7,0.436014794554755
GOLGA4,-0.5968479592681648
GOLGA5,0.3903186618405443
GOLGA7,0.4726970192742943
GOLGA7B,0.027982884717639767
GOLGA8A,0.8734297837724903
GOLGA8B,0.8908244292328438
GOLIM4,0.06362194430035029
GOLM1,0.4701334798932302
GOLT1B,0.40430804079010585
GOPC,0.7492826268512622
GORAB,0.7116909470245874
GORASP1,0.7016609294125682
GORASP2,0.28244955122357585
GOT1,-0.48097609309300005
GOT2,-1.064233937208713
GPAA1,1.4864569917008188
GPAM,-0.23373554382368078
GPANK1,-0.5896497307820747
GPATCH4,-1.4573078380507678
GPATCH8,-0.06095911571578805
GPBAR1,0.8859908746351487
GPBP1,0.1459855399462886
GPC1,1.0702954722484144
GPC3,1.7153501971923524
GPC4,-0.02926058601073267
GPC6,0.38705376385011225
GPCPD1,0.47163002261312403
GPD1,-0.455326068124319
GPD1L,-1.2065516182817424
GPD2,-0.20593453496253056
GPIHBP1,-0.47268895493257057
GPM6B,1.0049521386125428
GPN1,0.4309695244043441
GPN2,0.7962604546999303
GPN3,-0.0117250745204589
GPNMB,1.116174580177319
GPR107,0.42365975229024144
GPR108,1.0769616436777247
GPR137,0.7182436488463391
GPR137B,1.077253804317689
GPR146,0.16644780182458696
GPR153,1.9670626775169109
GPR155,-0.4267549916615263
GPR157,0.16265033064340334
GPR162,0.7284402779899857
GPR171,0.4248442919727999
GPR183,1.1484350680012274
GPR34,0.9584389041811736
GPR4,0.7840523799048278
GPR65,0.5994556435512006
GPR68,0.7470490598774733
GPRASP2,0.0
GPRC5B,-0.14689179781317163
GPRC5C,0.519326842751294
GPS2,0.6475263547135697
GPSM1,1.1669266293855685
GPSM2,0.8279889595530312
GPSM3,2.023887526826614
GPT,0.3000010795263801
GPT2,-1.154422517976994
GPX1,0.6982308383711766
GPX3,1.565666632729168
GPX4,-0.63832638701387
GPX7,1.053566309174248
GPX8,1.2883755392692593
GRAMD1A,0.8480512207503885
GRAMD4,0.7515964614800841
GRAP,0.7232141179294127
GRASP,1.0404714868085203
GRB10,-0.6094221567027418
GRB2,0.9343499529968349
GREM1,0.07906601301004246
GREM2,0.1127664847611729
GRIK2,0.21997342099811729
GRINA,0.9983177799550473
GRIP2,0.3001052664423467
GRIPAP1,0.7493572559242823
GRK5,0.3838671952336581
GRK6,0.6740026994070112
GRN,2.055485974986347
GRSF1,-0.5471218394432689
GRTP1,0.23799554597971206
GRTP1_AS1,0.2740490731105314
GRWD1,0.9418026145568508
GS1_124K5.11,0.6948374035063738
GSC,0.6415579858969777
GSDMA,0.3011690295035125
GSDMB,0.9120758212660796
GSDMC,-0.5496013019615219
GSDMD,1.9452957803090563
GSE1,0.19003451449078623
GSK3A,0.613771185363297
GSK3B,0.1318477352110432
GSKIP,0.03842913438290152
GSN,0.9146307289985813
GSPT1,0.01804147136247103
GSR,0.2709712455146811
GSS,0.960315587884172
GSTA4,-0.012547442616943183
GSTK1,0.5283591599803854
GSTM1,2.541081793456044
GSTM2,0.2133253806653137
GSTM2P1,0.034105783101489484
GSTM3,-0.48358343267669524
GSTM4,-0.4406641799015585
GSTM5,0.20067260794208508
GSTO1,0.5458274904123002
GSTP1,0.13605916221946757
GSTT1,-2.173926242448544
GSTZ1,0.35022373843439647
GTF2A1,-0.43786427264406114
GTF2B,0.4675306299819062
GTF2E2,0.6458493011245783
GTF2F1,0.9473988335693018
GTF2F2,-0.06644559306262288
GTF2H1,0.07142415622727416
GTF2H4,0.6313917364065803
GTF2IRD1,-0.01766413817739343
GTF2IRD2,0.06395380345823609
GTF3C1,0.64069539852649
GTF3C5,0.426914591954751
GTPBP1,1.0191179333176117
GTPBP2,1.553271254923088
GTPBP3,0.53636823325793
GTPBP4,0.7333956354023701
GTPBP8,0.04557618311053124
GUCY1A3,0.16688933754180368
GUCY1B3,0.47991990797292505
GUK1,2.0111851323763963
GULP1,-0.4725601387892182
GUSB,0.8893233302643955
GUSBP11,0.9255909458677749
GUSBP4,0.3944501189479326
GXYLT2,0.8564404845350329
GYG1,-0.2074327225744197
GYG2,0.6628054602812123
GYPC,-0.27283813910705046
GYS1,0.32635520972507415
GZMA,1.5013345609009066
GZMB,1.6457052590982062
GZMH,0.7373776827478924
GZMK,0.9086878610111396
GZMM,0.3907993453494008
H19,4.137365968010958
H1F0,0.604215098632098
H1FX,1.092968402004482
H1FX_AS1,0.40002596803396706
H2AFJ,0.6233524069658318
H2AFV,-0.687796713029309
H2AFX,1.2439228492165517
H2AFY,0.657954277265989
H2AFY2,0.6500609824106991
H3F3B,0.9974854078904452
H3F3C,0.6336878008034947
H6PD,-0.33340993137149155
HAAO,0.7542114759940346
HABP2,0.0447156716195834
HABP4,0.7718805342106645
HACD1,0.9005323300034256
HACD3,0.774534523482479
HADH,-0.1718632193906542
HADHA,0.1378887707753611
HADHB,-0.3732869626628812
HAGH,0.06775919231745409
HAPLN3,1.6729332663303156
HARS,0.6757289571347509
HARS2,-0.14138340413686334
HAT1,0.14662097187154588
HAUS1,0.7197401688276549
HAUS3,0.08402470860172429
HAUS4,0.43014302562532647
HAUS7,0.7997056083657548
HAVCR2,1.6090268222381159
HAX1,-0.09774030719069593
HBA1,1.1342257640552162
HBA2,1.1006721758899918
HBB,0.8995507325106828
HBD,0.019265955211486056
HBEGF,0.859527668010899
HBG1,0.451171650939793
HBG2,0.4996709183929447
HBP1,0.1346917596312167
HBS1L,-0.7672345853756792
HCCS,-0.47547005851006485
HCFC1R1,0.4977421500322867
HCG25,0.36898249771317815
HCG26,1.7525970539227895
HCG27,0.2997015227303744
HCG4,1.15713473577109
HCG4B,1.4993008484357744
HCK,1.607297578656805
HCLS1,2.137203941439361
HCN1,-0.3724194485108891
HCP5,2.4025022365787922
HDAC1,0.729896749381779
HDAC10,1.425308257846376
HDAC11,0.37406602431404634
HDAC5,0.25752082479095595
HDAC7,1.0970177282785647
HDAC8,0.5200812224789155
HDAC9,-0.29622693767769737
HDDC3,0.450353348899474
HDGFRP2,0.9723768959184205
HDGFRP3,0.9479196550306002
HDHD1,-0.10954857493770609
HDHD2,0.20961361172605697
HDHD3,0.6053907798029099
HDLBP,-0.5041659409342136
HEATR3,0.06659225885267062
HEBP2,0.21477509406296313
HECTD1,-0.5499659036147482
HECTD2,0.3540961747941853
HECTD2_AS1,-0.7192150208820317
HEG1,0.2822490457570912
HEIH,0.824484626700412
HELQ,-0.20460246379604308
HELZ2,1.4408688378218557
HENMT1,0.7708578692144452
HERC2P2,0.41781395255246156
HERC2P9,0.4877786665910939
HERC3,-0.5436764747387737
HERC5,2.1720794698918784
HERC6,2.5265460999956906
HERPUD1,0.26801513887667205
HES1,0.35608596559769534
HES4,2.181889034378603
HES6,2.0087048118146464
HESX1,0.8225008178366735
HEXA,1.2788137681452332
HEXB,1.0828657907926047
HEXDC,0.5014375712915737
HEXIM2,-0.2250141904186158
HEY1,0.928637223460302
HEYL,1.0630219284444922
HFE2,-1.401121569177933
HGS,1.3039286993302603
HGSNAT,0.45315197802507434
HHATL,0.02314307903755264
HHEX,0.8985608039559934
HHLA3,0.5670446507742288
HIAT1,0.6218445904218637
HIATL1,0.647235251030744
HIBADH,-0.9251406183270374
HIBCH,-0.30718660611022
HIC1,0.40258493019650077
HID1,0.2989832709145961
HIF1A,0.6429317371874701
HIF1A_AS2,1.0368112531890354
HIF3A,0.3934004297230782
HIGD1A,0.11415664039581147
HIGD1B,-0.022933851806852035
HILPDA,0.2955756903957971
HILS1,-0.0729840699982216
HINT2,0.02677090293836315
HINT3,-0.9141599984935516
HIP1R,0.745667780323725
HIPK1,-0.266168660560929
HIPK2,0.3770897128863525
HIPK3,-0.42442891294665985
HIRA,0.7381269542221804
HIRIP3,0.018091804655390398
HIST1H1C,0.12956660311198487
HIST1H1E,0.1871954184193796
HIST1H2AC,0.3917875654986207
HIST1H2AE,0.542333466227066
HIST1H2AK,0.23641438772655554
HIST1H2AM,0.3156856911208528
HIST1H2BC,0.10254330544583024
HIST1H2BD,0.06505524784988381
HIST1H2BE,0.7607832612804347
HIST1H2BG,0.4725873874721069
HIST1H2BJ,0.6952367002015452
HIST1H2BK,1.783620529245768
HIST1H2BN,0.3401239411688608
HIST1H2BO,0.08701761798588445
HIST1H3E,-1.11553930872642
HIST1H3H,0.2304349593812627
HIST1H4H,0.4988230781802825
HIST1H4J,0.8699609526066998
HIST1H4K,0.6860822180979166
HIST2H2AA3,1.4304269660949966
HIST2H2AA4,2.150261016210282
HIST2H2AB,0.9681496059389944
HIST2H2AC,1.4359758457555993
HIST2H2BA,0.971524415763146
HIST2H2BC,0.5396395441233166
HIST2H2BE,0.41442264904415893
HIST2H2BF,0.19733905480248914
HIST2H4A,0.5481918493355669
HIST3H2A,2.0823669456384617
HIST3H2BB,0.28136274997123345
HK1,-0.030970791631126815
HK2,0.06417040908106486
HK3,0.7281746715353183
HKR1,0.5854175945775184
HLA_A,3.067771879569075
HLA_B,2.835638615419785
HLA_C,2.653615078775621
HLA_DMA,1.4706911591350624
HLA_DMB,1.6716595517136192
HLA_DOA,1.1618022928136802
HLA_DOB,1.0936098656144069
HLA_DPA1,1.2563852667777846
HLA_DPB1,1.4227006162797449
HLA_DQA1,1.4263964767404482
HLA_DQA2,1.7459528787172107
HLA_DQB1,0.16902385242531404
HLA_DQB2,1.302690855199277
HLA_DRA,1.5862222807251207
HLA_DRB1,1.462708704845693
HLA_DRB5,1.4502920562329096
HLA_DRB6,2.2313770814467753
HLA_E,1.42978505884901
HLA_F,2.297115098491958
HLA_F_AS1,0.6001750703919912
HLA_G,2.759151149841694
HLA_H,2.866407411952523
HLA_J,2.942724683671731
HLA_L,0.8449671263228047
HLF,-0.16963775565978478
HLTF,-0.6761469099018007
HLX,0.9552931626611596
HM13,1.1573531513641004
HM13_AS1,0.009960907124111351
HMBS,0.3841192696799427
HMCES,0.05589759973061392
HMCN2,0.1942231953821325
HMG20A,0.16385975612823067
HMG20B,1.5222651073403966
HMGA1,0.3397962803046788
HMGB2,0.5775106771744376
HMGB3,0.6212400112522269
HMGCL,-0.17152905338056668
HMGCS1,0.34853322073181436
HMGCS2,0.20234770712295208
HMGN1,1.654790493313461
HMGN2,1.1199765589156159
HMGN4,0.6147390776446313
HMGN5,-0.10317856070927056
HMGXB3,0.7521831446288167
HMHA1,0.9195219805673038
HMOX1,2.059909361600317
HMOX2,0.6314597865877056
HN1,1.7491233375045496
HNMT,1.4434291389691545
HNRNPA1,0.4897237752755472
HNRNPA1L2,-0.27617212140530456
HNRNPA1P33,0.18279641914336753
HNRNPA2B1,-0.23176379893087606
HNRNPAB,0.9473615449300921
HNRNPC,0.2967782947495059
HNRNPCL2,0.4253494456509763
HNRNPD,-0.690929586523044
HNRNPDL,-0.25168078885522327
HNRNPF,-1.3527456405036928
HNRNPH1,0.37081135418121747
HNRNPH3,-0.7206735150746493
HNRNPK,0.3147216842042919
HNRNPL,0.714799294285299
HNRNPLL,0.1550850734772593
HNRNPM,0.2609837594911779
HNRNPR,0.030684403704582808
HNRNPU,0.19272341868032372
HNRNPUL1,0.3508160430762395
HNRNPUL2_BSCL2,0.5429678337648776
HNRNPU_AS1,-0.10568305234988262
HOGA1,1.2220963196930734
HOMER1,-0.020336065340513354
HOMER2,0.7231495147456917
HOMER3,1.1056437366146188
HOOK2,0.12740283145066522
HOPX,0.6151150335114255
HOTAIR,-0.10054268183348336
HOTAIRM1,0.8553727213524651
HOTS,0.8709455952933771
HOXA10,-1.1741249217005363
HOXA10_HOXA9,-0.321212247530847
HOXA11,-0.6371343996212528
HOXA11_AS,-0.9077393492757653
HOXA3,-0.07927796334353632
HOXA4,-0.34821672590704544
HOXA5,0.19175744511088677
HOXA7,1.4169002557308727
HOXA9,0.5417637065811889
HOXA_AS3,1.7833973735568802
HOXB2,0.5377753105105305
HOXB3,0.5018996240100233
HOXB4,0.561316553841799
HOXB5,0.31653291014966056
HOXB6,0.5377462582182884
HOXB7,0.8644849061639697
HOXB_AS1,0.7109734793460382
HOXC10,-3.4002761361999347
HOXC11,-0.35105902944748907
HOXC4,-0.07254366001230084
HOXC5,-0.020699198328955948
HOXC6,-0.06521125683889073
HOXC8,-1.1668527113928215
HOXC9,-1.303738165730302
HOXC_AS1,-1.1510971729974568
HOXC_AS2,-0.1708906001495733
HOXC_AS3,0.09898740069075844
HOXD3,0.7957154277024685
HOXD4,1.0351218276265017
HOXD8,0.9542790112321671
HOXD9,1.0761354325581984
HOXD_AS2,0.5339699505814444
HP,1.4005510814745572
HPCAL1,1.2448199624692586
