,Example_Mi2
CYGB,3.302743925992469
CYHR1,4.6841315045805425
CYLD,2.4909990172096026
CYP1B1,2.607800745715757
CYP20A1,0.9246241354110816
CYP21A1P,1.7044316627398486
CYP21A2,1.8101501850015451
CYP26B1,1.8594466840521497
CYP27A1,3.6571527758473574
CYP2J2,3.884062376501662
CYP2R1,2.1326087851277777
CYP4B1,1.1306358872861475
CYP4F12,0.5160463034328059
CYP4V2,1.6778978991372306
CYP4X1,1.5738792575854603
CYP51A1,1.8098723327142827
CYR61,6.215620876525386
CYS1,0.7877968381526965
CYSLTR1,1.4001658050020878
CYSTM1,7.5419494805936775
CYTH1,3.3989237242067287
CYTH2,1.5316853224219407
CYTH3,3.248633241373405
CYTH4,2.184900781266446
CYTIP,1.1287014546331227
CYTL1,0.46629066806170233
CYYR1,2.8921734330278195
D2HGDH,1.9753743791652847
DAAM2,2.128931901992955
DAB2,3.5172677571907216
DACT1,1.4976943817004362
DACT2,0.322802331272338
DACT3,1.845052213546255
DAD1,5.990782771629893
DAG1,4.370246930704325
DAGLB,3.034866168021273
DALRD3,1.4795734577889432
DANCR,5.215513136396437
DAP,3.000926125584986
DAP3,3.6164391201172936
DAPK1,1.4814059258151262
DAPK2,2.7902928076172975
DAPK3,5.408883185241207
DAPP1,1.1505445929981406
DARS,0.29094909938950353
DAXX,3.891530369943061
DAZAP1,3.741017454625357
DAZAP2,5.407436761712425
DBH_AS1,1.0250196278176136
DBI,5.775215106335595
DBN1,3.7263469617234475
DBNDD1,1.5147419064236232
DBNDD2,5.944592913859935
DBNL,3.1226189106152247
DBP,3.825344864856085
DCAF11,3.1660676327534145
DCAF12,3.05474191269915
DCAF13,1.6232984274325901
DCAF15,3.1970328202109424
DCAF5,2.564585404860389
DCAF6,6.492554001383488
DCAF8,4.260047255313837
DCAKD,3.0016639049806852
DCHS1,1.7980301792536295
DCK,2.430329625727831
DCLK1,2.598076913714464
DCN,6.479318884249901
DCP1A,1.8416432133486935
DCP1B,2.6132943440639993
DCP2,1.3539425317843035
DCPS,2.1383072175968967
DCTD,4.1669302697072235
DCTN2,2.88251342999323
DCTN3,5.321298836477708
DCTN4,3.7432507786944185
DCTN5,1.7490977251471294
DCUN1D1,1.8417318961821871
DCUN1D2,4.277846814572265
DCUN1D4,1.9262648737253465
DCXR,5.39123427880144
DDAH1,3.909900004499535
DDAH2,3.0810573830270256
DDB1,4.490355145044941
DDB2,2.1989622848816235
DDHD2,1.9264688680117705
DDIT3,4.44276237388343
DDIT4,5.4218746881912825
DDIT4L,5.536185126738053
DDN,6.11331997290991
DDO,2.750658834251442
DDOST,1.4734400354779444
DDR1,3.5304251813625793
DDRGK1,3.2380568508886216
DDTL,3.745784447813074
DDX1,3.047126364642636
DDX11,1.554521713066265
DDX11L2,0.6392108014640578
DDX12P,0.896238621099727
DDX17,5.988180997844875
DDX19B,2.8122414224181
DDX21,1.5493695565690366
DDX26B,1.251182635756724
DDX28,3.002611211096676
DDX39A,2.179396405233222
DDX3X,3.036669721234191
DDX3Y,1.371167658676953
DDX41,3.0942806379328203
DDX42,4.187577799396792
DDX46,2.0528010314621232
DDX47,2.7529108387023884
DDX49,2.6871437344361206
DDX5,6.281080123938652
DDX50,2.5159397991598134
DDX55,2.0847437411177974
DDX56,1.5873383436793895
DDX58,3.4982388201420354
DDX59,2.9560382286147733
DDX6,1.4035429995918574
DDX60,1.938360768147357
DDX60L,2.650078953837328
DEAF1,2.6256986877144213
DECR1,3.184907268850725
DECR2,4.065925560549886
DEDD,1.3813689060732377
DEF6,1.706235612395144
DEF8,3.5940881728549683
DEFA1,0.19680036503540066
DEFB1,0.7408246046036578
DEFB124,0.22847214413634676
DEGS1,4.319928584493293
DEK,4.439894645632828
DENND1C,1.0997677490641444
DENND2A,0.8233955457227371
DENND2C,1.4778913365933803
DENND2D,0.6505568607356951
DENND3,1.603893259825704
DENND5A,2.8144758743045997
DEPDC7,1.221313077732859
DEPTOR,3.7939039992960684
DERA,2.965196257324617
DERL1,1.9862019512446958
DERL2,1.9572998703766233
DERL3,0.6595089810746612
DES,11.997541191608985
DESI2,2.594980689285961
DET1,2.4384255005615043
DFNA5,2.1536607767137883
DGAT1,3.21091559064441
DGAT2,0.9793010299940899
DGCR2,2.7454845514241537
DGCR6,5.589562915813642
DGCR6L,5.11730858426235
DGCR8,3.257151982904525
DGKA,0.6548329784763564
DGKD,2.2871867072800836
DGKQ,1.5384469225911084
DGKZ,3.668514248760272
DGUOK,3.322048827287569
DGUOK_AS1,0.720606786997351
DHCR24,4.752781967994964
DHCR7,2.037387609805464
DHDDS,2.165846484576374
DHFR,1.7990954298714583
DHFRL1,0.8058279706674972
DHPS,4.274576816026285
DHRS1,2.164508343802661
DHRS11,2.8485614566567468
DHRS2,1.377206343146687
DHRS3,4.435430153546301
DHRS4,3.4344720001649662
DHRS4L2,3.22010486341279
DHRS7,5.979990469295956
DHRS7B,4.0187237642903115
DHRS7C,4.900066228938051
DHRS9,0.8833686286681459
DHX15,2.8017605691324206
DHX16,1.9892680719594003
DHX32,2.6154816134488237
DHX33,1.9019295817525814
DHX34,1.6552141185341085
DHX36,1.9339106133844217
DHX37,1.4520788338944965
DHX40,2.3519032555305674
DHX58,2.8677479096964404
DHX8,1.9036592523297278
DHX9,2.9006627999300054
DIABLO,1.2300947891921619
DIAPH1,4.426308344061664
DICER1,2.2095564011448174
DICER1_AS1,3.0153102463431294
DIMT1,2.619496926690157
DIO2,1.7364189008603157
DIO3,1.092600458277017
DIP2A,1.7440276169652487
DIRAS1,2.5222596168186793
DIRAS3,1.5258354541718588
DIRC2,2.6074903433715773
DIS3L,2.352803936500438
DIXDC1,1.7128952515537015
DKFZP779M0652,2.076875883344652
DKK2,1.5617113294793301
DKK3,1.9265007554149727
DLAT,3.572902220612275
DLD,3.9350995976185383
DLG1,1.7961270685772348
DLG5,2.5219907016215273
DLGAP1_AS1,2.5919128986958424
DLGAP1_AS2,0.8922746337458608
DLGAP4,5.363924560344958
DLK1,4.261928465602444
DLL1,2.1260772542780386
DLL4,1.9959869954019476
DLST,4.794432313406981
DLSTP1,1.8481215319601374
DMAP1,2.7574939882451766
DMBT1,0.9022057911572563
DMD,2.78691728832375
DMPK,6.831751995275017
DMRT2,1.6168810076871913
DMRT3,1.59208867127945
DMTF1,2.55392604420648
DMTN,1.861179105659741
DMWD,3.1722849988339306
DNAAF3,0.9754231669199644
DNAAF5,3.281536798904412
DNAJA1,4.746255144694068
DNAJA3,4.460272109801925
DNAJA4,6.454284833254022
DNAJB11,3.035667986942508
DNAJB14,1.429903085332044
DNAJB2,4.246802173215701
DNAJB4,5.18825098257608
DNAJB5,4.9140880782007565
DNAJB5_AS1,0.7991746251305095
DNAJB9,3.907445783636642
DNAJC1,1.9783635952624934
DNAJC10,1.7117900082757342
DNAJC11,4.032092460574078
DNAJC12,1.929314363100589
DNAJC14,2.743586848789341
DNAJC17,0.7395534609785127
DNAJC19,4.393644852023769
DNAJC2,0.9108070485703749
DNAJC21,2.56526911868404
DNAJC24,2.933166160678562
DNAJC25_GNG10,0.0
DNAJC28,1.059482689274997
DNAJC4,4.060818197423707
DNAJC7,0.2731026731575171
DNAJC9,2.8151324852778794
DNAL4,2.1779910026755678
DNASE1L1,3.3094377541028193
DNASE2,3.4396283112658748
DND1,1.9287825638454854
DNLZ,2.9257242553723817
DNM1,2.5397669830838976
DNM1L,1.940003716091811
DNM2,4.465911888947876
DNM3OS,1.4992406561984724
DNMT1,1.4355760567988194
DNPEP,3.337000267896727
DNPH1,4.2736111988902525
DNTTIP1,4.438315565713951
DNTTIP2,3.6244058191560367
DOCK2,0.9674231781973263
DOCK8,0.8579447675879478
DOCK9,1.1856352876193414
DOHH,2.7254202673178254
DOK1,1.7522854288647365
DOK2,2.4139454100269493
DOK3,2.503629488652323
DOK4,1.6629777532911547
DOK5,3.3424101539608233
DOK7,3.029136158236263
DONSON,1.5600462972432565
DOT1L,2.4618413503793275
DPAGT1,2.8689079328588516
DPCD,2.628839488711365
DPEP2,0.775878778663003
DPF3,2.563238711194757
DPH1,2.641978706845442
DPH2,3.2793011165578965
DPH3,1.22119248335362
DPH5,1.6011709493897883
DPH7,3.1393828188593536
DPM1,3.5185359619963874
DPM2,3.122830860559516
DPM3,5.426454581878709
DPP3,1.7572018749551381
DPP4,1.122247214521299
DPP7,3.5736438341297854
DPP9,3.5717096635363204
DPP9_AS1,1.5880818739860993
DPT,4.745252300168911
DPY19L1,1.3474826266803277
DPY30,3.9652844948629595
DPYD,1.2788098581742597
DPYSL2,2.3238130766372627
DPYSL3,4.180343475099825
DPYSL4,1.3254080796609118
DR1,3.767636697514855
DRAM1,2.1579736978972384
DRAM2,3.3678756171700246
DRAP1,4.629262766309139
DRD4,1.4553427888019592
DRG1,4.323306387402587
DRG2,3.0619468182178906
DSCR3,3.8410816960875027
DSE,1.7856500712623444
DSEL,0.9223784641162575
DST,3.6205675266274797
DSTN,5.3032457787012355
DSTNP2,2.5080109890075803
DSTYK,1.2960818259642843
DTD1,4.137385072612034
DTNA,4.630717151226435
DTNBP1,2.893868732761649
DTWD2,1.5795508904777433
DTX1,0.9644500686077516
DTX3,3.2072796896901083
DTX3L,3.9074348787462627
DTYMK,2.6632229104817817
DUPD1,5.376381184350422
DUS1L,4.6581503545393375
DUS3L,2.3880932728194004
DUSP1,6.526013515263606
DUSP10,3.5162959805050296
DUSP11,2.4529132485901934
DUSP12,2.3219433721616345
DUSP13,6.232097634610214
DUSP14,3.6822788235134665
DUSP15,0.9717608424514192
DUSP2,1.748032197066381
DUSP22,3.9988968322129312
DUSP23,5.606704815598312
DUSP26,6.643217304155857
DUSP27,5.472461723338886
DUSP28,2.854131380163034
DUSP3,5.918588310890801
DUSP4,1.284274108370733
DUSP5,1.9627989804675658
DUSP6,2.635707473196585
DUSP7,3.616334487192473
DUSP8,3.0402466413632365
DUT,2.823936878522772
DVL1,5.665649117699548
DVL2,2.4230352655193825
DXO,3.150314590191995
DYM,3.507295885969799
DYNC1H1,3.288178873042601
DYNC1I1,1.092717384809872
DYNC1I2,2.082071603898436
DYNC1LI2,4.186156977051218
DYNC2LI1,1.8044271389643158
DYNLL1,6.058387340407243
DYNLL2,6.2372014982285116
DYNLRB1,6.208890532596572
DYNLT1,5.703156045848367
DYNLT3,3.0537655256756295
DYRK1A,3.3826919867252454
DYRK1B,5.238061060592007
DYRK2,2.701641909362564
DYRK4,1.935114978084257
DYSF,3.311462196233228
E2F3,1.8582973649113408
E2F4,4.47972727135163
E2F6,1.0322957221762175
E2F8,2.3340503584374663
E4F1,2.873102481543412
EAPP,3.7522230095370186
EARS2,1.9848757244206516
EBAG9,3.0384876876442304
EBF1,1.672423574575557
EBF2,2.025207605480515
EBF3,2.20615703090964
EBI3,0.8237339049557604
EBLN3,2.763040266300631
EBNA1BP2,2.34061452517961
EBP,2.6310398133141315
EBPL,2.875917464290161
ECD,2.220936437988937
ECE1,1.386341762078068
ECE2,1.5944234502749282
ECH1,7.069420012368133
ECHDC1,4.00074857811912
ECHDC2,2.8860661452784644
ECHDC3,3.6133975656337416
ECHS1,6.0443956739824864
ECI1,5.274396469242626
ECI2,4.135581389706655
ECM1,3.712640300006475
ECM2,2.765675242837108
ECSCR,3.280932889968014
ECSIT,4.399601725661818
EDA2R,1.6326189693213287
EDC4,2.719738525213722
EDEM1,1.8390736950648878
EDEM2,2.06995956222898
EDEM3,2.2802570556613735
EDF1,5.972735696337022
EDIL3,0.6433291639638733
EDN1,1.4525889853659357
EDN3,1.458229860066519
EDNRA,1.525184193846947
EDNRB,1.453345617008525
EEA1,2.371065091077503
EED,0.9585793232040739
EEF1A1,4.2731470242884955
EEF1A2,10.010355185308327
EEF1D,5.771116296584898
EEF1E1,2.99725948773753
EEF1E1_BLOC1S5,2.181593992511684
EEF2K,3.0976343346809774
EEF2KMT,2.4821869902859834
EEFSEC,3.2725222187401615
EFCAB14,3.9059958264007366
EFCAB2,2.348040118153415
EFCAB7,1.6673984204150427
EFEMP1,2.887647242861254
EFEMP2,3.8017293430435957
EFHD1,3.9794914093526303
EFHD2,3.61746044582322
EFNA1,2.9633382003343987
EFNA4,1.3309286979977755
EFNA5,0.841241302550965
EFNB1,3.256523665027328
EFNB2,1.8562434806300403
EFR3A,3.457531597878227
EFR3B,1.7147724255146455
EFS,1.8731856013460126
EFTUD2,0.7346490917397176
EGF,3.2514867385812565
EGFL7,4.118962956411642
EGFLAM,3.314844789597208
EGLN1,5.190757883349946
EGLN3,2.5303969552453816
EGR1,6.452932415765127
EGR2,1.7592058593061481
EGR3,1.200044444458721
EGR4,0.13991152139765003
EHBP1,1.4901686235563305
EHBP1L1,5.574713085902118
EHD1,4.365796615575485
EHD2,5.271299158991304
EHD3,1.1953865564327957
EHD4,3.0523891365801306
EHMT2,1.566503249344157
EI24,4.7500491977188295
EID1,6.462632290026971
EID2,3.591187227571976
EIF1AD,2.8830321060966173
EIF1AX,4.170419599326358
EIF1AY,1.8435985501759395
EIF1B,5.7149765874482545
EIF2AK1,2.3158029861173954
EIF2AK2,1.1641268986842972
EIF2AK3,1.3446088150093827
EIF2B3,1.0864519990740322
EIF2B4,3.5234129275149426
EIF2D,2.532191492732989
EIF3A,4.147652935119568
EIF3B,4.481488548876948
EIF3C,5.355078122884778
EIF3D,3.6036423335043777
EIF3E,2.1881416166214662
EIF3G,3.499538134373666
EIF3H,5.179261220977261
EIF3I,4.742246538032766
EIF3IP1,1.871858112064396
EIF3J,4.934617075902526
EIF3K,0.6061338940927296
EIF3L,5.901193181852091
EIF4A2,7.431916361816186
EIF4A3,3.475730531606499
EIF4B,5.239752604820148
EIF4E,1.770860708413596
EIF4E2,4.623304349802817
EIF4E3,2.8569303454006683
EIF4EBP1,4.448930100313813
EIF4EBP3,0.2241426949753461
EIF4ENIF1,2.354661160509413
EIF4G3,2.774142757652101
EIF4H,3.969670641903686
EIF5,4.465539339622477
EIF5A,6.647625292836285
EIF5B,4.463965390906779
EIF6,4.366003047148873
ELAC2,1.3834578973556813
ELF1,1.3800929333734315
ELF2,2.092947833770209
ELF4,1.4071180490674748
ELK1,2.7523656086273594
ELK2AP,0.0
ELK3,2.3932535234581067
ELL,2.8638799934717984
ELL2,1.7915748130126437
ELL3,1.273481261951292
ELMO1,1.2368302302250946
ELMO2,3.3391594128503566
ELMOD3,2.0565549048202354
ELMSAN1,2.0192013970846916
ELN,3.9252564294293317
ELOF1,4.442879527381246
ELOVL1,3.7345841438413214
ELOVL3,0.7877666823955279
ELOVL5,2.2449841539209405
ELP2,1.754144579231054
ELP4,1.2135235403668974
ELP5,3.6936062309527
EMB,1.867743796085618
EMBP1,0.6284500617935493
EMC1,1.6894067416120464
EMC10,3.2175748964362585
EMC2,3.7163581698212784
EMC3,4.5658877895622965
EMC4,5.799263327665483
EMC6,0.5594540653815692
EMC8,3.1569286142017874
EMC9,4.452741615714052
EMCN,2.399211928802523
EMG1,2.6559292111046964
EMID1,1.171043970524385
EMILIN1,3.144886385690653
EMILIN2,1.8786908564268074
EML1,2.114099799447604
EML2,0.45163338344262577
EML3,2.2135485345238743
EML4,1.4784831553366422
EMP1,4.667721463563002
EMP2,3.2914475888022037
EMP3,3.969436854216688
EMX2,1.6829321964112844
EN1,2.7888000261681563
EN2,0.7665784428434859
ENAH,2.236492006175448
ENC1,1.7931507710975645
ENDOD1,4.856189422087074
ENDOG,3.4405093300639633
ENG,5.245684063142377
ENGASE,3.681155069514841
ENKD1,2.1184331442706577
ENO1,5.78755005323898
ENO2,1.9737504646125545
ENO3,8.829186038452445
ENOPH1,2.7906365040050383
ENOSF1,1.955596123406997
ENOX2,1.1214540736246577
ENPEP,1.4412822424111837
ENPP2,1.7289128950159558
ENPP4,2.657178030838148
ENPP5,1.3840359872674504
ENSA,3.516925707869264
ENTHD2,2.553380996116146
ENTPD4,2.256712966257514
ENTPD6,3.682573950097225
ENY2,2.838926608114626
EOGT,2.301823424463987
EOMES,0.4747693022289812
EPAS1,4.392320589831243
EPB41,2.2807882942201565
EPB41L2,2.09839277963501
EPB41L3,2.0500480633539757
EPB41L4A_AS1,3.2262638248620634
EPB41L4B,0.9103131743208306
EPC1,3.35642336071959
EPDR1,5.293445592546086
EPHA2,1.9460727363519885
EPHA3,0.8744394118790898
EPHB3,1.2345666857855342
EPHB4,2.063842841914813
EPHX1,4.50225937726284
EPM2A,4.050094786527598
EPN1,5.242515843806578
EPN2,2.300803196328257
EPS15,2.3126528414395775
EPS15L1,2.9494981337252657
EPS8,2.616892793639999
EPS8L2,1.49173796810845
EPSTI1,3.0312678583446355
ERAL1,4.107916609604709
ERAP1,2.129219751432858
ERAP2,1.5688761737308858
ERBB2,3.1041741356217596
ERBB2IP,2.9956151132655506
ERBB3,2.199614159618738
ERCC1,2.8924273622214063
ERCC3,2.885523955777274
ERCC5,0.3787997619886333
ERF,2.2738333066523366
ERG,1.451880665772122
ERGIC2,2.948723477289218
ERGIC3,3.122104073286936
ERH,5.609354928821208
ERI3,4.291391727157527
ERICH1,2.1036430025010975
ERLEC1,2.934779690402991
ERLIN1,2.255580029465372
ERMAP,1.6737702140565303
ERMARD,1.600442125389745
ERO1A,2.516815641673476
ERP29,3.773409219370743
ERP44,2.0952533043229367
ERRFI1,4.260341590703049
ESAM,4.186560935502453
ESD,3.5083360687574445
ESF1,1.8587138357038
ESRRA,3.694163293037077
ESRRB,1.514425057201492
ESRRG,1.3419611858574576
ESYT1,3.380424737101278
ESYT2,4.116046197482166
ETAA1,1.9208627282507225
ETF1,2.8716240002884286
ETFA,5.805372157893609
ETFB,5.590312020222239
ETFDH,3.801952278368972
ETHE1,1.2313377945633819
ETS1,2.139653471768238
ETS2,4.081468380720501
ETV5,2.8032640071918253
ETV6,2.1197772404199315
ETV7,1.3278651358010458
EVA1A,1.1988736938765165
EVA1B,3.0963752303306276
EVA1C,1.515748169206075
EVI2A,0.759467514391429
EVI2B,2.4563761374985242
EVI5L,2.7146105363210786
EVL,4.610777244441213
EWSR1,4.704944855902391
EXD3,2.413618163842296
EXO5,1.4994463990687323
EXOC1,2.0640410542708847
EXOC2,1.3683731862108184
EXOC3L4,0.7059379287094733
EXOC3_AS1,2.6626399822321494
EXOC4,3.961922500217702
EXOC6,2.135850937581789
EXOC7,2.804570075146201
EXOG,2.4289703116265553
EXOSC1,3.051644899811768
EXOSC10,0.5344678513046935
EXOSC3,1.7722528193556946
EXOSC4,3.7511648943606626
EXOSC5,3.7884446017706677
EXOSC6,3.5107808039232067
EXOSC7,3.857839620477763
EXOSC8,3.1064388564593246
EXOSC9,0.2899663980974194
EXT1,1.8002344366842862
EXT2,2.8180889097365758
EXTL1,2.4894391270255074
EYA1,0.9565179199707315
EYA4,2.4684384655665776
EZR,4.494434469489253
F10,1.9089523884984232
F11R,1.984745808052123
F13A1,2.8932363934007
F2R,2.4397127904384237
F3,1.9192720898547841
F8,1.1610893919570877
F8A1,0.5745410196734657
F8A3,3.5267275398440785
FAAH,1.8980674177297225
FAAP100,2.9871493471509396
FAAP20,2.997773423007351
FAAP24,0.6080558585869
FABP3,7.101624159493471
FABP4,4.541777335057741
FABP5,0.34000155707421126
FABP5P3,0.9211079745789352
FABP7,2.0724064420737673
FADD,3.1565443026391464
FADS1,1.320785572665124
FADS2,1.5552900688097233
FADS3,4.329687655432803
FAF1,3.3355628957439034
FAF2,2.69933425583239
FAH,1.809041844201605
FAHD2A,3.197325016155558
FAHD2B,2.836155644003359
FAHD2CP,2.0130192337565807
FAIM,1.5985481558792225
FAM101B,2.683640426450935
FAM102A,1.1168386724623243
FAM102B,1.392091030262895
FAM103A1,2.6622745966950476
FAM104A,3.964059993676207
FAM107A,2.495199545247342
FAM107B,1.5221694094652976
FAM109A,1.9937165533988412
FAM109B,1.8743060031411474
FAM110A,2.4918818317943443
FAM110B,2.898754577380743
FAM110D,1.9742765804460398
FAM111A,2.1323297036887627
FAM114A1,3.0892652998389027
FAM117A,2.1768177421497
FAM118A,3.1245969482312876
FAM120A,4.149152179010433
FAM120AOS,3.6119030234148495
FAM120C,2.0391328366608406
FAM122B,2.0904957806049715
FAM126A,2.3954247997819804
FAM127A,7.366299746948399
FAM127B,4.693900808342039
FAM127C,3.389563622692859
FAM129A,3.7992448244229693
FAM129B,2.6561510590941464
FAM131A,1.9155320414982635
FAM131B,1.9076007488610351
FAM132B,2.1068413376582837
FAM133CP,0.704343632869268
FAM134A,3.0346919649160116
FAM134B,3.0457608754116516
FAM134C,2.049568148343956
FAM136A,3.7605101191948305
FAM13A,0.6975625374676259
FAM13A_AS1,1.069809606163147
FAM13B,1.233529932479618
FAM13C,0.7328496899113607
FAM160A2,2.383891264935583
FAM160B2,3.6121025878279722
FAM162A,5.0358232602548085
FAM162B,2.2390613683022647
FAM166B,4.038112981983673
FAM167B,2.6406684626801185
FAM168A,0.6206675890484838
FAM171A1,2.153727858232833
FAM172A,1.3336702571291732
FAM173A,3.773149603379748
FAM173B,1.6457772579648084
FAM174B,3.1397723338176293
FAM175A,3.2304764864875164
FAM177A1,2.5909774039783864
FAM179A,1.7580093686603158
FAM180A,0.6445718729379386
FAM180B,1.3631516305408047
FAM184B,0.9691072459475442
FAM188A,2.3891528147996723
FAM189A2,4.479306619902071
FAM189B,3.0481274555365143
FAM193A,2.657453827198291
FAM193B,3.4037917665642308
FAM195A,4.664769058926766
FAM195B,3.562611472845632
FAM198B,2.8224473668924435
FAM19A5,0.9041314896554017
FAM204A,2.789059899960437
FAM207A,2.3537036777797917
FAM208A,1.8237717771099142
FAM20A,1.371415078646394
FAM20B,3.111881440177159
FAM20C,4.190483817553572
FAM210A,2.596483121159967
FAM212A,2.6896568537663352
FAM212B,1.5147157895838113
FAM213A,3.47857498583543
FAM213B,1.8421876607965748
FAM214A,2.582124808808658
FAM214B,3.407720044892105
FAM216A,1.751053535953573
FAM217B,1.79333124100228
FAM219A,3.719352559943928
FAM220A,4.600796061358754
FAM222A,1.8211886113770057
FAM222A_AS1,0.3548248472239733
FAM222B,2.98980762488833
FAM223B,0.7674058691570589
FAM229A,2.304408808128471
FAM24B,0.8678163704976296
FAM26F,2.0713719550346212
FAM32A,4.80650734492849
FAM35A,1.9696567559453173
FAM3A,3.9413509487301237
FAM3C,2.811327564015045
FAM43A,3.257357505146156
FAM43B,1.1646693737095928
FAM45A,2.5196080181224123
FAM46A,2.056731185224692
FAM46B,1.4004348592159621
FAM46C,2.8210130543968934
FAM47E_STBD1,1.4600836281148377
FAM49A,2.125663335056274
FAM49B,3.0603789008634545
FAM50A,2.961753318951391
FAM50B,4.086664432091896
FAM53C,3.65407185986641
FAM57A,1.5574696368653955
FAM57B,1.2979931144888033
FAM58A,3.2959625699567225
FAM63A,2.129207412681045
FAM65A,3.4974601787701016
FAM65B,2.5994271534965785
FAM65C,1.4151179903868312
FAM69A,2.435571944722324
FAM69B,2.921622407366091
FAM71E1,1.3961195308455052
FAM73B,2.4058976273671457
FAM76A,2.2906633471358155
FAM78A,3.622042791460206
FAM86C1,1.6420496987712314
FAM86DP,1.8206701116190054
FAM89A,2.5317628569723225
FAM89B,6.22486670078799
FAM8A1,3.126999965777087
FAM91A1,1.7618911442280407
FAM92A1,1.5625851939328184
FAM96A,2.9790273804884637
FAM96B,5.585069225996114
FAM98A,3.9027360982770944
FAM98C,0.9148333855885837
FAN1,2.574819588646782
FANCE,2.937585221229065
FANCG,1.3250917625285743
FANCL,2.3827947150743807
FAR1,2.9931892648393617
FARP1,2.313468468941636
FARS2,2.459025728147726
FARSA,3.524406305991579
FARSB,1.9751557085549811
FAS,1.895504811662189
FASLG,0.5495177759952165
FASN,1.8487968610935936
FASTK,4.767055329108993
FASTKD1,1.0076498006043115
FASTKD2,2.0017623728183525
FASTKD5,3.6150687043587313
FAT1,1.2242412838431775
FAU,4.976474706178248
FAXDC2,2.4446491712388583
FBLIM1,1.8812529464934675
FBLN1,4.331113098113976
FBLN2,4.524451383386874
FBLN5,4.067880021489477
FBLN7,1.2649558655348692
FBN1,3.0402447387288087
FBP1,0.8274833016118461
FBP2,4.739884250844439
FBRS,3.3373360814816095
FBXL12,3.814352944213313
FBXL14,1.6456924571788887
FBXL15,3.1293896003974653
FBXL16,1.1586953049236965
FBXL17,3.2183361150681717
FBXL22,1.308111359223824
FBXL3,3.428713566433865
FBXL4,1.5738601437140616
FBXL5,3.480183418103694
FBXL6,1.7870901788051738
FBXL7,1.7370216239776364
FBXL8,1.914197558966241
FBXO10,3.3749042640847318
FBXO11,2.946900518225631
FBXO17,1.5066782911717764
FBXO18,2.7548984010579205
FBXO2,2.356955761722276
FBXO21,2.8787164381060526
FBXO22,1.780004150943821
FBXO22_AS1,0.0
FBXO25,1.8700361271007344
FBXO27,0.7508928450186002
FBXO28,2.1983078126056856
FBXO3,4.006313178811634
FBXO30,2.5626556746983162
FBXO31,1.8349731737139223
FBXO32,4.561292553663065
FBXO34,3.10653021377393
FBXO38,2.0796896469327844
FBXO4,1.360394297833341
FBXO40,4.252417859711886
FBXO5,1.1189427629221997
FBXO6,3.0492324179375077
FBXO7,4.094832800324082
FBXO9,1.9753870795271375
FBXW11,3.324724293801826
FBXW4,4.3569321065309845
FBXW5,6.4264115469779135
FBXW7,2.89774698170392
FCER1A,0.5763943993371412
FCER1G,4.502036199113112
FCER2,0.43752798455420217
FCF1,2.553918202184269
FCGR1A,1.11828794986267
FCGR1B,0.7980319787469248
FCGR1C,0.6676827822297174
FCGR2A,2.412297914602954
FCGR2B,1.3730436280473777
FCGR2C,1.421504401271615
FCGR3A,2.8928775515234517
FCGR3B,1.0694986670732098
FCGRT,5.782389763741133
FCHO2,1.6028826735572757
FCHSD1,1.3001569720885955
FCHSD2,2.318459249652468
FCMR,1.7845793781887698
FCN1,1.6431005981872333
FCN3,1.3763698491872114
FCRL6,0.2715600273765702
FDFT1,4.154057625490963
FDPS,3.692376419422995
FDX1L,3.9379104593794128
FDXR,1.5153339522585156
FECH,2.26018882089705
FEM1A,7.122908114320823
FEM1B,3.3043451214655573
FEM1C,2.9409752700210645
FEN1,2.7051966312632816
FERMT2,3.786705468318266
FERMT3,2.5752174252663185
FES,1.1986817831043484
FEZ1,1.5397485849980177
FEZ2,5.70970377866321
FFAR2,0.6068930790936021
FGD2,1.7090223055951397
FGD3,1.0989217565805451
FGD5,1.429265582798952
FGD5_AS1,2.9840082364540437
FGF11,2.0255758686930476
FGF13,2.849161333358216
FGF14_AS2,1.7425203926484998
FGF18,1.466666152156481
FGF21,1.5124815837161778
FGF6,1.4170658396564149
FGF7,1.3657205088558286
FGFBP2,1.1795292948009333
FGFR1,2.816631352295513
FGFR1OP2,2.63122840675051
FGFR4,1.896476972332649
FGFRL1,3.6449923772351127
FGGY,2.6604123898881085
FGL2,3.1506862916119474
FGR,1.3690534911868797
FH,3.8774827125318962
FHL1,10.91848530686811
FHL2,3.930893703015172
FHL3,7.448523517382712
FHL5,1.0031409258380048
FHOD1,4.942944006482893
FHOD3,2.320964946939909
FIBIN,2.4838173161436865
FIBP,0.6885506671402362
FILIP1,1.3719580596230179
FILIP1L,4.547144010647653
FIP1L1,2.3731648035062674
FIS1,6.026926073056321
FITM1,7.693776196511527
FITM2,1.2675307241211036
FIZ1,2.648325043958161
FJX1,1.537931007195852
FKBP10,3.2872018284879476
FKBP11,2.7293718169990844
FKBP15,2.4190134221996464
FKBP1A,6.568271096958397
FKBP1AP1,1.0550990684843884
FKBP1B,1.6434337998585078
FKBP2,0.4672025898977152
FKBP4,4.144738070909963
FKBP5,5.089739229673917
FKBP8,5.550384952498164
FKBP9,2.9387706688738633
FKBP9P1,1.2779099712146917
FKBPL,1.8789975806177919
FKRP,2.354655147901357
FLAD1,2.3024935152965025
FLI1,2.287457226751481
FLJ10038,1.9523542113333086
